rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783864040.476,1,1,0,0,0,-6,50,28,1017,4,-2,5,101325,2500,7400,504,0xf,False,0x0
1783864040.676,2,2,200,0,0,2,-10,55,1030,4,3,3,101325,2500,7400,496,0xf,False,0x0
1783864040.876,3,3,400,0,0,4,27,-39,1002,3,-1,-5,101325,2500,7400,480,0xf,False,0x0
1783864041.077,4,4,601,0,0,18,18,14,954,4,-1,1,101325,2500,7400,500,0xf,False,0x0
1783864041.279,5,5,803,0,0,11,54,36,1031,4,0,-5,101325,2500,7400,494,0xf,False,0x0
1783864041.480,6,6,1004,0,0,19,-15,-46,1050,-4,0,0,101325,2500,7400,514,0xf,False,0x0
1783864041.680,7,7,1204,0,0,-12,38,-51,1039,2,0,2,101325,2500,7400,490,0xf,False,0x0
1783864041.910,8,8,1434,0,0,13,-56,-13,1050,1,2,-1,101325,2500,7400,514,0xf,False,0x0
1783864042.123,9,9,1647,0,0,-11,-33,-42,985,-1,-3,0,101325,2500,7400,489,0xf,False,0x0
1783864042.525,11,11,2049,0,0,-17,54,-48,1016,0,2,5,101325,2500,7400,501,0xf,False,0x0
1783864042.725,12,12,2249,0,0,-15,-2,29,1047,3,2,-1,101325,2500,7400,514,0xf,False,0x0
1783864042.925,13,13,2449,0,0,-15,-1,-49,992,-5,-4,1,101325,2500,7400,490,0xf,False,0x0
1783864043.126,14,14,2650,0,0,-5,-15,-16,973,2,0,4,101325,2500,7399,484,0xf,False,0x0
1783864043.326,15,15,2850,0,0,-16,51,20,953,0,-5,0,101325,2500,7399,484,0xf,False,0x0
1783864043.527,16,16,3050,0,0,3,-60,51,1029,1,1,0,101325,2500,7399,497,0xf,False,0x0
1783864043.727,17,17,3251,0,0,8,56,34,984,5,4,1,101325,2500,7399,498,0xf,False,0x0
1783864043.927,18,18,3451,0,0,10,48,46,1006,1,-5,-1,101325,2500,7399,520,0xf,False,0x0
1783864044.130,19,19,3654,0,0,16,-7,8,1035,-4,-4,-1,101325,2500,7399,490,0xf,False,0x0
1783864044.330,20,20,3854,0,0,-13,24,-29,970,5,4,-3,101325,2500,7399,495,0xf,False,0x0
1783864044.543,21,21,4067,0,0,-4,41,-2,992,-1,0,4,101325,2500,7399,503,0xf,False,0x0
1783864044.743,22,22,4267,0,0,-5,-20,-15,1040,-1,4,-5,101325,2500,7399,514,0xf,False,0x0
1783864044.972,23,23,4496,0,0,20,-6,-16,1008,-1,5,2,101325,2500,7399,518,0xf,False,0x0
1783864045.173,24,24,4697,0,0,14,-54,-29,955,0,1,-5,101325,2500,7399,515,0xf,False,0x0
1783864045.388,25,25,4912,0,0,-12,-36,30,1048,2,-1,3,101325,2500,7399,490,0xf,False,0x0
1783864045.589,26,26,5113,1,0,-15,-43,41,1026,3,4,2,101325,2500,7398,518,0xf,False,0x0
1783864045.796,27,27,5320,1,0,2,-6,-25,1027,-3,4,-2,101325,2500,7398,498,0xf,False,0x0
1783864045.997,28,28,5521,1,0,-14,58,-26,993,1,-3,4,101325,2500,7398,507,0xf,False,0x0
