rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146601.092,1,1,8,0,0,7,43,22,1015,2,5,1,101325,2500,7400,505,0xf,False,0x0
1783146601.398,2,2,313,0,0,-19,-3,30,1028,-2,-5,-5,101325,2500,7400,501,0xf,False,0x0
1783146601.600,3,3,515,0,0,-4,13,-39,1026,2,-2,4,101325,2500,7400,501,0xf,False,0x0
1783146601.906,4,4,822,0,0,-18,-14,-13,1012,1,-4,5,101325,2500,7400,494,0xf,False,0x0
1783146602.107,5,5,1022,0,0,14,28,40,1032,5,-5,2,101325,2500,7400,498,0xf,False,0x0
1783146602.518,6,6,1433,0,0,-10,-39,22,1015,-3,2,-3,101325,2500,7400,484,0xf,False,0x0
1783146602.718,7,7,1634,0,0,-3,-56,-55,984,2,5,-3,101325,2500,7400,500,0xf,False,0x0
1783146602.981,8,8,1897,0,0,5,-22,6,989,3,0,-2,101325,2500,7400,502,0xf,False,0x0
1783146603.182,9,9,2097,0,0,7,-20,-42,973,5,4,0,101325,2500,7400,490,0xf,False,0x0
1783146603.413,10,10,2328,0,0,-20,-23,16,960,3,0,-2,101325,2500,7400,494,0xf,False,0x0
1783146603.613,11,11,2529,0,0,-12,29,35,983,-4,0,-1,101325,2500,7399,486,0xf,False,0x0
1783146603.859,12,12,2775,0,0,-6,6,6,1025,-3,5,-5,101325,2500,7399,495,0xf,False,0x0
1783146604.061,13,13,2976,0,0,-12,-59,-56,1046,-4,3,-5,101325,2500,7399,496,0xf,False,0x0
1783146604.278,14,14,3193,0,0,-3,31,26,1044,-1,5,5,101325,2500,7399,502,0xf,False,0x0
1783146604.478,15,15,3394,0,0,10,11,11,1000,4,0,5,101325,2500,7399,497,0xf,False,0x0
1783146604.715,16,16,3631,0,0,-18,48,-48,1045,-5,-4,-5,101325,2500,7399,506,0xf,False,0x0
1783146604.916,17,17,3831,0,0,18,46,-26,972,5,4,-4,101325,2500,7399,498,0xf,False,0x0
1783146605.184,18,18,4100,0,0,13,-57,3,952,-3,-5,4,101325,2500,7399,503,0xf,False,0x0
1783146605.385,19,19,4301,0,0,8,-50,51,969,-1,4,4,101325,2500,7399,510,0xf,False,0x0
1783146605.611,20,20,4526,0,0,15,54,-31,988,4,-1,5,101325,2500,7399,497,0xf,False,0x0
1783146605.811,21,21,4726,0,0,-4,29,47,953,0,2,-3,101325,2500,7399,512,0xf,False,0x0
1783146606.033,22,22,4948,0,0,15,-14,33,1005,3,4,-5,101325,2500,7399,491,0xf,False,0x0
1783146606.233,23,23,5148,1,0,14,-59,-17,1005,1,-2,2,101325,2500,7398,482,0xf,False,0x0
1783146606.491,24,24,5407,1,0,-13,-1,-3,1045,-5,0,3,101325,2500,7398,481,0xf,False,0x0
1783146606.692,25,25,5607,1,0,14,19,-49,1045,-1,-4,-3,101325,2500,7398,511,0xf,False,0x0
1783146606.915,26,26,5830,1,0,6,54,-50,974,2,0,-1,101325,2500,7398,496,0xf,False,0x0
1783146607.115,27,27,6031,1,0,9,31,-30,1041,4,-2,1,101325,2500,7398,487,0xf,False,0x0
1783146607.357,28,28,6273,1,0,-10,21,7,979,2,3,-5,101325,2500,7398,507,0xf,False,0x0
1783146607.558,29,29,6473,1,0,-3,-10,-37,1046,-3,2,-1,101325,2500,7398,505,0xf,False,0x0
1783146607.804,30,30,6719,1,0,-8,-10,20,1033,-1,3,2,101325,2500,7398,518,0xf,False,0x0
1783146608.004,31,31,6920,1,0,10,-57,18,990,2,-4,2,101325,2500,7398,482,0xf,False,0x0
1783146608.256,32,32,7172,1,0,13,-40,14,969,-2,-2,-2,101325,2500,7398,482,0xf,False,0x0
1783146608.457,33,33,7373,1,0,9,56,3,961,-2,2,-1,101325,2500,7398,481,0xf,False,0x0
1783146608.659,34,34,7574,1,0,-19,33,38,996,3,-3,1,101325,2500,7397,503,0xf,False,0x0
1783146608.869,35,35,7785,1,0,-18,7,4,1023,-3,3,0,101325,2500,7397,503,0xf,False,0x0
1783146609.070,36,36,7985,1,0,-6,32,29,960,-4,3,-5,101325,2500,7397,499,0xf,False,0x0
1783146609.271,37,37,8186,1,0,7,51,-33,1041,-5,2,3,101325,2500,7397,513,0xf,False,0x0
1783146609.872,40,40,8788,1,0,-18,10,58,977,-3,-2,-5,101325,2500,7397,481,0xf,False,0x0
1783146610.080,41,41,8996,1,0,-17,8,-58,958,-5,-1,4,101325,2500,7397,508,0xf,False,0x0
1783146610.281,42,42,9196,1,0,7,-37,-51,970,2,-1,-4,101325,2500,7397,506,0xf,False,0x0
1783146610.530,43,43,9445,1,0,16,45,6,1031,3,0,4,101325,2500,7397,481,0xf,False,0x0
1783146610.730,44,44,9646,1,0,-10,55,57,1026,0,-5,5,101325,2500,7397,493,0xf,False,0x0
1783146610.963,45,45,9879,1,0,-8,-9,52,975,-1,2,-4,101325,2500,7397,480,0xf,False,0x0
1783146611.164,46,46,10079,2,0,512,57,-1,1099,2,0,0,101263,2496,7396,491,0xf,False,0x0
1783146611.458,47,47,10373,2,0,2335,-54,16,1555,-3,-2,5,101040,2484,7396,499,0xf,False,0x0
1783146611.659,48,48,10574,2,0,3544,34,42,1911,5,-5,-1,100893,2477,7396,485,0xf,False,0x0
