rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1784019105.158,1,1,0,0,0,-8,1,-3,1005,4,-3,2,101325,2500,7400,485,0xf,False,0x0
1784019105.359,2,2,200,0,0,-13,11,14,1044,-1,-4,5,101325,2500,7400,488,0xf,False,0x0
1784019105.559,3,3,401,0,0,1,60,47,977,3,-4,-2,101325,2500,7400,518,0xf,False,0x0
1784019105.760,4,4,601,0,0,0,-30,48,1024,5,-4,0,101325,2500,7400,498,0xf,False,0x0
1784019105.960,5,5,801,0,0,4,15,29,1044,-1,5,-5,101325,2500,7400,501,0xf,False,0x0
1784019106.161,6,6,1002,0,0,12,52,-56,1019,2,0,1,101325,2500,7400,487,0xf,False,0x0
1784019106.361,7,7,1203,0,0,13,35,31,1003,-4,4,5,101325,2500,7400,491,0xf,False,0x0
1784019106.561,8,8,1403,0,0,0,-49,23,1029,1,2,1,101325,2500,7400,491,0xf,False,0x0
1784019106.762,9,9,1603,0,0,1,-10,-11,954,5,-3,4,101325,2500,7400,516,0xf,False,0x0
1784019106.962,10,10,1804,0,0,10,-49,-55,984,-5,-2,1,101325,2500,7400,481,0xf,False,0x0
1784019107.163,11,11,2004,0,0,-2,-24,55,991,-4,-2,4,101325,2500,7400,514,0xf,False,0x0
1784019107.363,12,12,2204,0,0,-16,-9,-45,1003,-4,1,3,101325,2500,7400,502,0xf,False,0x0
1784019107.564,13,13,2405,0,0,-3,-11,56,993,-1,-5,4,101325,2500,7400,512,0xf,False,0x0
1784019107.764,14,14,2605,0,0,-7,50,59,1046,4,0,0,101325,2500,7399,515,0xf,False,0x0
1784019107.973,15,15,2814,0,0,-12,-14,38,994,4,-2,4,101325,2500,7399,514,0xf,False,0x0
1784019108.173,16,16,3015,0,0,-2,-55,7,1005,-3,5,0,101325,2500,7399,500,0xf,False,0x0
1784019108.374,17,17,3215,0,0,-1,3,4,1016,4,0,5,101325,2500,7399,497,0xf,False,0x0
1784019108.574,18,18,3415,0,0,9,22,44,974,-5,-3,-2,101325,2500,7399,487,0xf,False,0x0
1784019108.774,19,19,3616,0,0,18,-41,17,1045,1,3,1,101325,2500,7399,508,0xf,False,0x0
1784019108.977,20,20,3818,0,0,20,39,-1,963,4,4,0,101325,2500,7399,512,0xf,False,0x0
1784019109.177,21,21,4018,0,0,-14,-55,-36,1026,0,-1,-1,101325,2500,7399,502,0xf,False,0x0
