rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1784019378.722,1,1,0,0,0,6,-12,-46,959,2,-5,-5,101325,2500,7400,486,0xf,False,0x0
1784019378.922,2,2,201,0,0,18,-56,31,967,2,2,-3,101325,2500,7400,485,0xf,False,0x0
1784019379.123,3,3,401,0,0,-16,-48,-54,993,-4,-4,0,101325,2500,7400,493,0xf,False,0x0
1784019379.324,4,4,602,0,0,-18,29,-25,1038,4,4,-2,101325,2500,7400,510,0xf,False,0x0
1784019379.524,5,5,802,0,0,-1,56,54,1046,-1,-2,4,101325,2500,7400,517,0xf,False,0x0
1784019379.725,6,6,1003,0,0,3,-47,36,953,-3,5,1,101325,2500,7400,501,0xf,False,0x0
1784019379.925,7,7,1203,0,0,-6,-39,-54,1006,0,-4,2,101325,2500,7400,488,0xf,False,0x0
1784019380.125,8,8,1403,0,0,19,11,18,1031,-2,5,-4,101325,2500,7400,508,0xf,False,0x0
1784019380.326,9,9,1604,0,0,7,-50,16,951,4,3,1,101325,2500,7400,503,0xf,False,0x0
1784019380.733,11,11,2011,0,0,-2,16,29,1025,-2,5,-3,101325,2500,7400,514,0xf,False,0x0
1784019380.933,12,12,2211,0,0,0,13,-13,1013,-3,0,3,101325,2500,7400,491,0xf,False,0x0
1784019381.133,13,13,2411,0,0,0,22,18,959,-2,4,4,101325,2500,7400,492,0xf,False,0x0
1784019381.351,14,14,2629,0,0,-7,-6,47,1013,0,-2,2,101325,2500,7399,505,0xf,False,0x0
1784019381.551,15,15,2829,0,0,-6,-13,29,1013,3,-5,1,101325,2500,7399,511,0xf,False,0x0
1784019381.751,16,16,3029,0,0,-7,-15,19,997,4,-2,-1,101325,2500,7399,503,0xf,False,0x0
1784019381.952,17,17,3230,0,0,14,29,17,952,2,4,0,101325,2500,7399,480,0xf,False,0x0
1784019382.152,18,18,3430,0,0,3,-57,10,1003,-4,3,5,101325,2500,7399,517,0xf,False,0x0
1784019382.555,20,20,3833,0,0,-2,41,36,1016,5,-1,-5,101325,2500,7399,485,0xf,False,0x0
1784019382.756,21,21,4034,0,0,3,-40,-15,1026,-5,-4,1,101325,2500,7399,508,0xf,False,0x0
