rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1784019704.926,1,1,0,0,0,-6,12,-59,1015,-2,-2,-3,101325,2500,7400,518,0xf,False,0x0
1784019705.126,2,2,200,0,0,20,47,49,989,5,-5,4,101325,2500,7400,505,0xf,False,0x0
1784019705.327,3,3,400,0,0,10,28,48,1012,-5,3,-1,101325,2500,7400,505,0xf,False,0x0
1784019705.527,4,4,601,0,0,-10,60,-43,1036,-2,-3,-2,101325,2500,7400,499,0xf,False,0x0
1784019705.728,5,5,802,0,0,20,-8,1,1019,2,3,-2,101325,2500,7400,501,0xf,False,0x0
1784019705.964,6,6,1038,0,0,2,44,-50,999,0,-2,1,101325,2500,7400,502,0xf,False,0x0
1784019706.165,7,7,1238,0,0,19,-47,37,1034,-3,-4,-1,101325,2500,7400,500,0xf,False,0x0
1784019706.365,8,8,1439,0,0,-20,-21,25,955,-5,0,-2,101325,2500,7400,488,0xf,False,0x0
1784019706.565,9,9,1639,0,0,1,52,13,1014,4,4,5,101325,2500,7400,500,0xf,False,0x0
1784019706.766,10,10,1839,0,0,-3,21,40,987,4,-5,1,101325,2500,7400,516,0xf,False,0x0
1784019706.966,11,11,2040,0,0,11,-5,-46,991,-2,-1,5,101325,2500,7400,486,0xf,False,0x0
1784019707.167,12,12,2240,0,0,-16,11,10,1005,5,-3,-5,101325,2500,7400,485,0xf,False,0x0
1784019707.367,13,13,2441,0,0,-6,-22,12,1039,0,3,5,101325,2500,7400,488,0xf,False,0x0
1784019707.568,14,14,2642,0,0,7,50,50,1004,4,3,3,101325,2500,7399,520,0xf,False,0x0
1784019707.768,15,15,2842,0,0,-7,-12,-24,977,-2,2,-4,101325,2500,7399,480,0xf,False,0x0
1784019708.170,17,17,3243,0,0,19,-17,-25,993,-3,3,5,101325,2500,7399,503,0xf,False,0x0
1784019708.370,18,18,3444,0,0,-14,54,5,959,-1,3,-2,101325,2500,7399,510,0xf,False,0x0
1784019708.570,19,19,3644,0,0,4,-57,1,1050,2,2,-5,101325,2500,7399,489,0xf,False,0x0
1784019708.771,20,20,3844,0,0,-19,-19,18,984,-5,2,-3,101325,2500,7399,513,0xf,False,0x0
1784019708.971,21,21,4045,0,0,11,-51,-50,982,-3,0,-4,101325,2500,7399,501,0xf,False,0x0
1784019709.172,22,22,4246,0,0,2,50,51,1049,5,-4,3,101325,2500,7399,488,0xf,False,0x0
1784019709.372,23,23,4446,0,0,-12,-48,15,960,-3,-3,-3,101325,2500,7399,520,0xf,False,0x0
1784019709.573,24,24,4647,0,0,-15,34,47,976,1,-4,5,101325,2500,7399,511,0xf,False,0x0
1784019709.790,25,25,4864,0,0,-19,16,-11,1001,3,-4,1,101325,2500,7399,514,0xf,False,0x0
1784019709.991,26,26,5065,1,0,0,17,12,988,1,-2,4,101325,2500,7398,490,0xf,False,0x0
1784019710.210,27,27,5284,1,0,13,-42,36,954,-3,-2,5,101325,2500,7398,486,0xf,False,0x0
1784019710.411,28,28,5485,1,0,0,54,0,1006,5,-1,-2,101325,2500,7398,490,0xf,False,0x0
1784019710.814,30,30,5888,1,0,-8,35,12,978,-3,5,5,101325,2500,7398,517,0xf,False,0x0
1784019711.015,31,31,6089,1,0,-4,-53,-7,1049,2,1,-4,101325,2500,7398,491,0xf,False,0x0
1784019711.215,32,32,6289,1,0,-8,-28,32,1000,-1,4,-4,101325,2500,7398,515,0xf,False,0x0
1784019711.416,33,33,6490,1,0,-2,-22,-5,950,3,-1,-4,101325,2500,7398,482,0xf,False,0x0
1784019711.616,34,34,6690,1,0,-11,-40,-46,1000,5,1,-3,101325,2500,7398,500,0xf,False,0x0
1784019711.835,35,35,6909,1,0,-5,6,-25,984,-2,-4,-1,101325,2500,7398,497,0xf,False,0x0
1784019712.035,36,36,7109,1,0,2,-42,-33,959,-4,-1,1,101325,2500,7398,499,0xf,False,0x0
1784019712.236,37,37,7310,1,0,2,-28,-26,1018,-3,-5,5,101325,2500,7398,486,0xf,False,0x0
1784019712.436,38,38,7510,1,0,14,-45,-59,988,-4,-3,1,101325,2500,7397,502,0xf,False,0x0
1784019712.637,39,39,7711,1,0,-7,30,14,966,5,5,4,101325,2500,7397,493,0xf,False,0x0
1784019712.839,40,40,7913,1,0,-16,36,-7,989,-2,-3,5,101325,2500,7397,501,0xf,False,0x0
1784019713.040,41,41,8113,1,0,-13,5,12,1003,0,2,-2,101325,2500,7397,510,0xf,False,0x0
1784019713.240,42,42,8314,1,0,-14,-8,40,959,3,4,2,101325,2500,7397,520,0xf,False,0x0
1784019713.641,44,44,8715,1,0,5,-5,-36,951,1,-3,-4,101325,2500,7397,508,0xf,False,0x0
1784019713.875,45,45,8949,1,0,-8,8,-40,1026,2,3,-5,101325,2500,7397,482,0xf,False,0x0
1784019714.076,46,46,9150,1,0,0,-1,-9,982,-4,3,-1,101325,2500,7397,482,0xf,False,0x0
1784019714.279,47,47,9353,1,0,-1,-42,-1,956,-5,3,-3,101325,2500,7397,485,0xf,False,0x0
1784019714.479,48,48,9553,1,0,0,-11,31,1010,4,2,-1,101325,2500,7397,501,0xf,False,0x0
1784019714.680,49,49,9754,1,0,-11,-49,-35,988,-2,0,1,101325,2500,7397,489,0xf,False,0x0
1784019714.880,50,50,9954,1,0,-7,20,-23,1034,-1,-3,-2,101325,2500,7397,480,0xf,False,0x0
1784019715.081,51,51,10154,2,0,972,32,-30,1203,5,-5,2,101205,2493,7396,516,0xf,False,0x0
1784019715.282,52,52,10355,2,0,2234,-9,47,1580,-5,-4,-3,101054,2485,7396,501,0xf,False,0x0
1784019715.483,53,53,10556,2,0,3438,-38,40,1824,-2,1,-5,100906,2477,7396,519,0xf,False,0x0
1784019715.683,54,54,10757,2,0,4593,46,-53,2127,-1,-1,-3,100762,2470,7396,515,0xf,False,0x0
1784019715.900,55,55,10974,2,0,5843,46,33,2394,-5,-1,0,100611,2461,7396,502,0xf,False,0x0
1784019716.100,56,56,11174,2,0,6944,-8,1,2729,-2,4,-3,100475,2454,7396,512,0xf,False,0x0
1784019716.302,57,57,11375,2,0,8062,-9,46,2934,-3,-1,0,100342,2447,7396,519,0xf,False,0x0
1784019716.502,58,58,11576,2,0,9129,43,4,3099,4,-5,-1,100213,2440,7396,506,0xf,False,0x0
1784019716.703,59,59,11776,2,0,10148,-48,-8,3268,0,-5,-1,100088,2434,7396,513,0xf,False,0x0
1784019716.930,60,60,12004,2,0,11244,-56,56,3412,-1,4,-2,99950,2426,7396,497,0xf,False,0x0
1784019717.131,61,61,12204,2,0,12243,-43,-11,3477,4,-5,-5,99833,2420,7396,507,0xf,False,0x0
1784019717.567,63,63,12641,2,0,14201,39,-39,3491,-4,-2,2,99591,2407,7395,506,0xf,False,0x0
1784019717.768,64,64,12841,2,0,15091,20,58,3471,0,-2,-3,99485,2401,7395,490,0xf,False,0x0
1784019717.968,65,65,13042,2,0,15894,26,-4,3317,-2,-1,-3,99383,2396,7395,499,0xf,False,0x0
1784019718.423,67,67,13497,2,0,17689,-16,-8,2982,2,2,-2,99165,2384,7395,487,0xf,False,0x0
1784019718.624,68,68,13697,2,0,18448,-3,-23,2781,-3,2,-1,99075,2380,7395,515,0xf,False,0x0
1784019718.825,69,69,13899,2,0,19127,-55,-23,2582,-3,-2,-4,98989,2375,7395,515,0xf,False,0x0
1784019719.027,70,70,14101,2,0,19825,51,-22,2338,2,-3,2,98906,2371,7395,485,0xf,False,0x0
1784019719.440,72,72,14514,2,0,21134,8,-41,1758,-4,-2,-3,98747,2362,7395,485,0xf,False,0x0
1784019719.641,73,73,14715,2,0,21691,12,-34,1463,3,-4,3,98676,2358,7395,492,0xf,False,0x0
1784019719.853,74,74,14927,2,0,22300,-60,-11,1120,4,1,-5,98604,2355,7395,503,0xf,False,0x0
1784019720.054,75,75,15128,2,0,22838,10,24,-162,1,0,-2,98540,2351,7394,496,0xf,False,0x0
1784019720.254,76,76,15328,2,0,23302,-54,1,-191,-3,2,3,98480,2348,7394,508,0xf,False,0x0
1784019720.455,77,77,15529,2,0,23772,54,-38,-265,-1,-2,-2,98424,2345,7394,503,0xf,False,0x0
1784019720.656,78,78,15729,2,0,24194,1,43,-275,1,3,5,98371,2342,7394,516,0xf,False,0x0
1784019720.859,79,79,15932,2,0,24604,-59,37,-293,-5,4,0,98321,2340,7394,505,0xf,False,0x0
1784019721.059,80,80,16133,2,0,25003,43,57,-257,-2,3,-3,98276,2337,7394,486,0xf,False,0x0
1784019721.260,81,81,16334,2,0,25336,-58,-30,-350,-2,-1,-1,98234,2335,7394,509,0xf,False,0x0
1784019721.467,82,82,16541,2,0,25642,42,-12,-297,5,2,-2,98195,2333,7394,504,0xf,False,0x0
1784019721.668,83,83,16741,2,0,25944,28,-44,-307,4,-5,4,98161,2331,7394,503,0xf,False,0x0
1784019721.935,84,84,17009,2,0,26264,-14,28,-409,-3,2,1,98121,2329,7394,486,0xf,False,0x0
1784019722.135,85,85,17209,2,0,26465,-1,-56,-331,-1,-2,0,98095,2327,7394,492,0xf,False,0x0
1784019722.340,86,86,17414,2,0,26633,-28,-22,-405,5,-1,0,98073,2326,7394,504,0xf,False,0x0
1784019722.540,87,87,17614,2,0,26819,38,46,-376,3,5,0,98055,2325,7393,498,0xf,False,0x0
1784019722.743,88,88,17815,2,0,26905,16,-56,-467,2,-2,0,98040,2325,7393,490,0xf,False,0x0
1784019722.949,89,89,18023,2,0,27017,-3,54,-480,0,-2,1,98029,2324,7393,480,0xf,False,0x0
1784019723.150,90,90,18224,2,0,27081,12,19,-419,4,5,-5,98022,2324,7393,484,0xf,False,0x0
1784019723.359,91,91,18433,2,0,27097,36,-53,-491,-4,-1,-5,98019,2323,7393,491,0xf,False,0x0
1784019723.559,92,92,18633,3,1,27061,35,27,-103,1,3,-5,98022,2324,7393,498,0xf,False,0x0
1784019723.760,93,93,18833,3,1,27011,7,-3,-130,-3,-5,-4,98028,2324,7393,487,0xf,False,0x0
1784019723.960,94,94,19034,3,1,26953,-43,6,-95,-5,-2,4,98034,2324,7393,517,0xf,False,0x0
1784019724.160,95,95,19234,3,1,26932,-27,-24,-119,-3,2,-2,98041,2325,7393,489,0xf,False,0x0
1784019724.362,96,96,19435,3,1,26866,-45,1,-91,-1,2,-5,98047,2325,7393,484,0xf,False,0x0
1784019724.562,97,97,19636,3,1,26820,0,-32,-40,3,3,4,98053,2325,7393,507,0xf,False,0x0
1784019724.763,98,98,19836,3,1,26760,-41,25,-55,5,-5,-1,98059,2326,7393,486,0xf,False,0x0
1784019724.963,99,99,20037,3,1,26708,-58,-26,-126,-3,1,-1,98065,2326,7392,506,0xf,False,0x0
1784019725.164,100,100,20237,3,1,26676,9,22,-130,5,2,-2,98071,2326,7392,489,0xf,False,0x0
1784019725.365,101,101,20438,3,1,26633,39,-37,-105,1,-2,-2,98078,2327,7392,484,0xf,False,0x0
1784019725.565,102,102,20639,3,1,26568,24,-58,-62,3,-5,0,98084,2327,7392,504,0xf,False,0x0
1784019725.766,103,103,20839,3,1,26514,-58,54,-67,-3,4,-4,98090,2327,7392,499,0xf,False,0x0
1784019725.966,104,104,21040,3,1,26471,37,58,-117,-3,-2,5,98096,2328,7392,490,0xf,False,0x0
1784019726.167,105,105,21241,3,1,26412,57,-52,-51,-1,4,-5,98103,2328,7392,486,0xf,False,0x0
1784019726.380,106,106,21453,3,1,26335,32,-36,-88,0,-5,1,98109,2328,7392,497,0xf,False,0x0
1784019726.580,107,107,21654,3,1,26299,-1,-16,-145,4,-1,-1,98116,2329,7392,507,0xf,False,0x0
1784019726.781,108,108,21854,3,1,26268,44,29,-69,5,3,4,98122,2329,7392,510,0xf,False,0x0
1784019726.981,109,109,22055,3,1,26200,-49,1,-65,5,-4,4,98128,2329,7392,492,0xf,False,0x0
1784019727.182,110,110,22255,3,1,26157,-31,51,-66,5,2,2,98134,2330,7392,490,0xf,False,0x0
1784019727.407,111,111,22481,3,1,26086,2,-46,-63,2,1,2,98142,2330,7392,512,0xf,False,0x0
1784019727.819,113,113,22892,3,1,25979,-34,32,-45,2,-2,-5,98155,2331,7391,497,0xf,False,0x0
1784019728.019,114,114,23093,3,1,25935,-21,-47,-106,0,3,-4,98161,2331,7391,481,0xf,False,0x0
1784019728.430,116,116,23504,3,1,25822,7,17,-38,-5,-5,5,98174,2332,7391,504,0xf,False,0x0
1784019728.630,117,117,23704,3,1,25791,-22,-60,-53,4,-1,-4,98180,2332,7391,506,0xf,False,0x0
1784019728.841,118,118,23915,3,1,25705,10,-18,-71,4,-4,0,98187,2332,7391,501,0xf,False,0x0
1784019729.042,119,119,24116,3,1,25659,-44,-43,-82,-5,3,2,98193,2333,7391,510,0xf,False,0x0
1784019729.246,120,120,24319,3,1,25623,52,-54,-101,3,4,2,98200,2333,7391,480,0xf,False,0x0
1784019729.447,121,121,24521,3,1,25549,5,36,-58,1,-4,-5,98206,2333,7391,508,0xf,False,0x0
1784019729.654,122,122,24728,3,1,25509,-40,4,-111,0,-3,0,98213,2334,7391,506,0xf,False,0x0
1784019729.878,123,123,24952,3,1,25433,30,35,-130,2,0,2,98220,2334,7391,489,0xf,False,0x0
1784019730.079,124,124,25153,3,1,25378,-26,29,-146,3,1,2,98227,2334,7390,504,0xf,False,0x0
1784019730.280,125,125,25354,3,1,25325,-21,56,-130,4,-5,5,98233,2335,7390,487,0xf,False,0x0
1784019730.481,126,126,25555,3,1,25304,-55,-24,-157,3,3,-3,98240,2335,7390,512,0xf,False,0x0
1784019730.681,127,127,25755,3,1,25213,50,3,-49,-1,4,4,98246,2335,7390,487,0xf,False,0x0
1784019730.919,128,128,25993,3,1,25175,-14,-13,-36,-3,-4,5,98254,2336,7390,503,0xf,False,0x0
1784019731.120,129,129,26193,3,1,25114,-39,29,-83,3,4,5,98260,2336,7390,507,0xf,False,0x0
1784019731.336,130,130,26409,3,1,25052,-44,16,-129,-5,-2,1,98267,2337,7390,498,0xf,False,0x0
1784019731.536,131,131,26610,3,1,25017,59,37,-122,4,5,-4,98274,2337,7390,482,0xf,False,0x0
1784019731.737,132,132,26810,3,1,24963,-16,-30,-102,1,3,-2,98281,2337,7390,512,0xf,False,0x0
1784019731.937,133,133,27011,3,1,24880,-35,28,-66,1,0,-5,98287,2338,7390,514,0xf,False,0x0
1784019732.137,134,134,27211,3,1,24848,-33,-11,-55,2,5,-4,98294,2338,7390,485,0xf,False,0x0
1784019732.348,135,135,27422,3,1,24783,54,36,-89,0,3,-1,98301,2338,7390,501,0xf,False,0x0
1784019732.549,136,136,27623,3,1,24745,8,-60,-73,-1,1,-5,98307,2339,7389,509,0xf,False,0x0
1784019732.749,137,137,27823,3,1,24663,-31,-53,-96,3,-4,5,98314,2339,7389,506,0xf,False,0x0
1784019732.950,138,138,28024,3,1,24605,5,-15,-114,-3,-2,3,98320,2339,7389,487,0xf,False,0x0
1784019733.151,139,139,28224,3,1,24555,48,18,-103,1,-5,-2,98327,2340,7389,503,0xf,False,0x0
1784019733.386,140,140,28460,3,1,24510,1,-12,-136,-3,-1,-3,98335,2340,7389,494,0xf,False,0x0
1784019733.586,141,141,28660,3,1,24451,23,-16,-106,-5,3,5,98342,2341,7389,485,0xf,False,0x0
1784019733.788,142,142,28861,3,1,24411,17,-13,-88,-1,2,-4,98348,2341,7389,502,0xf,False,0x0
1784019733.988,143,143,29062,3,1,24339,34,55,-58,-1,-2,-3,98355,2341,7389,518,0xf,False,0x0
1784019734.188,144,144,29262,3,1,24276,15,5,-103,-3,0,3,98362,2342,7389,505,0xf,False,0x0
1784019734.389,145,145,29463,3,1,24219,3,-9,-71,1,4,-3,98368,2342,7389,506,0xf,False,0x0
1784019734.589,146,146,29663,3,1,24166,17,6,-144,4,-4,4,98375,2342,7389,511,0xf,False,0x0
1784019734.790,147,147,29864,3,1,24134,-21,45,-79,-2,-3,3,98382,2343,7389,498,0xf,False,0x0
1784019734.991,148,148,30064,3,1,24070,11,-39,-53,0,5,-4,98389,2343,7388,507,0xf,False,0x0
1784019735.191,149,149,30265,3,1,24017,26,12,-77,5,5,-2,98395,2343,7388,519,0xf,False,0x0
1784019735.426,150,150,30500,3,1,23938,31,-52,-104,1,0,5,98403,2344,7388,520,0xf,False,0x0
1784019735.627,151,151,30701,3,1,23881,18,-36,-109,-2,2,-1,98410,2344,7388,496,0xf,False,0x0
1784019735.856,152,152,30930,3,1,23819,33,41,-122,5,0,2,98418,2345,7388,519,0xf,False,0x0
1784019736.057,153,153,31131,3,1,23757,-55,3,-101,2,-1,0,98425,2345,7388,518,0xf,False,0x0
1784019736.258,154,154,31332,3,1,23707,17,-33,-59,-2,0,4,98432,2345,7388,501,0xf,False,0x0
1784019736.459,155,155,31533,3,1,23671,-30,42,-43,0,-4,-3,98438,2346,7388,519,0xf,False,0x0
1784019736.659,156,156,31733,3,1,23603,28,-45,-95,-4,4,5,98445,2346,7388,514,0xf,False,0x0
1784019736.899,157,157,31973,3,1,23520,-50,57,-123,4,4,3,98453,2347,7388,509,0xf,False,0x0
1784019737.102,158,158,32176,3,1,23490,20,-5,-110,-3,4,0,98460,2347,7388,520,0xf,False,0x0
1784019737.304,159,159,32377,3,1,23429,-3,-16,-104,1,-4,-3,98467,2347,7388,519,0xf,False,0x0
1784019737.506,160,160,32579,3,1,23361,56,-31,-110,0,3,-3,98474,2348,7387,514,0xf,False,0x0
1784019737.706,161,161,32780,3,1,23316,5,50,-136,1,3,-5,98481,2348,7387,512,0xf,False,0x0
1784019737.943,162,162,33017,3,1,23255,-14,-53,-132,1,-4,3,98489,2348,7387,513,0xf,False,0x0
1784019738.144,163,163,33217,3,1,23173,2,28,-54,-3,-5,0,98496,2349,7387,482,0xf,False,0x0
1784019738.344,164,164,33418,3,1,23108,-43,53,-119,-3,2,2,98503,2349,7387,493,0xf,False,0x0
1784019738.544,165,165,33618,3,1,23049,-34,-31,-85,-5,-5,1,98510,2350,7387,507,0xf,False,0x0
