rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146689.208,1,1,0,0,0,-11,-12,26,959,-2,2,0,101325,2500,7400,510,0xf,False,0x0
1783146689.412,2,2,204,0,0,2,55,-7,1018,-4,4,5,101325,2500,7400,513,0xf,False,0x0
1783146689.613,3,3,405,0,0,-4,-24,51,971,5,-5,2,101325,2500,7400,510,0xf,False,0x0
1783146689.813,4,4,605,0,0,-6,41,46,975,4,4,2,101325,2500,7400,514,0xf,False,0x0
1783146690.014,5,5,806,0,0,9,-48,10,1019,5,1,4,101325,2500,7400,480,0xf,False,0x0
1783146690.216,6,6,1008,0,0,-19,-32,-57,955,-3,5,-2,101325,2500,7400,504,0xf,False,0x0
1783146690.416,7,7,1208,0,0,18,-20,-45,956,2,-3,2,101325,2500,7400,491,0xf,False,0x0
1783146690.623,8,8,1415,0,0,-13,2,4,1024,4,1,2,101325,2500,7400,493,0xf,False,0x0
1783146690.824,9,9,1616,0,0,20,-11,55,1003,-4,-5,2,101325,2500,7400,500,0xf,False,0x0
1783146691.026,10,10,1818,0,0,1,-30,5,973,5,3,0,101325,2500,7400,510,0xf,False,0x0
1783146691.227,11,11,2019,0,0,13,32,43,1033,-4,-1,4,101325,2500,7400,503,0xf,False,0x0
1783146691.429,12,12,2221,0,0,-15,12,31,1017,-2,0,-2,101325,2500,7400,495,0xf,False,0x0
1783146691.630,13,13,2422,0,0,-8,-13,-25,989,-5,-1,2,101325,2500,7400,506,0xf,False,0x0
1783146692.073,15,15,2865,0,0,-12,-16,18,981,0,-1,5,101325,2500,7399,494,0xf,False,0x0
1783146692.279,16,16,3071,0,0,11,18,-31,1004,1,1,5,101325,2500,7399,516,0xf,False,0x0
1783146692.692,18,18,3484,0,0,-7,37,-6,962,0,3,-2,101325,2500,7399,483,0xf,False,0x0
1783146692.893,19,19,3685,0,0,-2,44,4,1048,4,-2,3,101325,2500,7399,509,0xf,False,0x0
1783146693.308,21,21,4100,0,0,-5,16,-5,1002,5,-4,-1,101325,2500,7399,512,0xf,False,0x0
1783146693.509,22,22,4301,0,0,-11,-7,29,1014,-2,5,-2,101325,2500,7399,495,0xf,False,0x0
1783146693.710,23,23,4502,0,0,-16,-53,6,996,5,-5,-2,101325,2500,7399,510,0xf,False,0x0
1783146693.930,24,24,4722,0,0,16,22,-50,974,4,-3,4,101325,2500,7399,506,0xf,False,0x0
1783146694.130,25,25,4922,0,0,-9,29,25,979,4,-2,2,101325,2500,7399,508,0xf,False,0x0
1783146694.556,27,27,5348,1,0,10,36,18,1028,-2,4,1,101325,2500,7398,516,0xf,False,0x0
1783146694.756,28,28,5548,1,0,19,-42,-25,1013,-4,5,-4,101325,2500,7398,490,0xf,False,0x0
1783146694.957,29,29,5749,1,0,11,-5,-7,1007,1,5,-4,101325,2500,7398,493,0xf,False,0x0
1783146695.164,30,30,5956,1,0,-5,23,44,1031,-4,-4,5,101325,2500,7398,487,0xf,False,0x0
1783146695.371,31,31,6163,1,0,-2,-46,-24,991,1,5,-3,101325,2500,7398,511,0xf,False,0x0
1783146695.572,32,32,6364,1,0,1,-56,-14,1002,-2,0,-4,101325,2500,7398,485,0xf,False,0x0
1783146695.774,33,33,6566,1,0,11,-19,20,967,4,-4,-3,101325,2500,7398,486,0xf,False,0x0
1783146695.974,34,34,6766,1,0,-2,45,-13,1007,-4,4,3,101325,2500,7398,507,0xf,False,0x0
1783146696.175,35,35,6967,1,0,-4,31,-45,1046,-2,-5,0,101325,2500,7398,493,0xf,False,0x0
1783146696.376,36,36,7168,1,0,8,-43,31,1006,-2,-1,1,101325,2500,7398,497,0xf,False,0x0
1783146696.577,37,37,7369,1,0,4,5,-57,1015,3,-2,-2,101325,2500,7398,503,0xf,False,0x0
1783146696.814,38,38,7606,1,0,17,-13,-53,1006,-3,4,0,101325,2500,7397,515,0xf,False,0x0
1783146697.014,39,39,7806,1,0,15,-56,8,1000,3,3,1,101325,2500,7397,491,0xf,False,0x0
1783146697.215,40,40,8007,1,0,-15,58,14,971,0,3,2,101325,2500,7397,492,0xf,False,0x0
1783146697.417,41,41,8209,1,0,-7,57,24,998,1,4,-4,101325,2500,7397,508,0xf,False,0x0
1783146697.617,42,42,8409,1,0,15,22,18,1033,4,0,0,101325,2500,7397,496,0xf,False,0x0
1783146697.818,43,43,8610,1,0,-9,21,47,974,-2,-4,1,101325,2500,7397,517,0xf,False,0x0
1783146698.071,44,44,8863,1,0,-18,29,35,1042,3,5,-4,101325,2500,7397,509,0xf,False,0x0
1783146698.272,45,45,9064,1,0,8,-15,39,978,-5,2,1,101325,2500,7397,502,0xf,False,0x0
1783146698.528,46,46,9320,1,0,-18,-47,-3,1047,-1,3,3,101325,2500,7397,508,0xf,False,0x0
1783146698.728,47,47,9520,1,0,-15,7,-27,988,3,3,1,101325,2500,7397,509,0xf,False,0x0
1783146698.986,48,48,9778,1,0,14,-51,46,994,3,5,4,101325,2500,7397,519,0xf,False,0x0
1783146699.187,49,49,9979,1,0,6,53,26,975,-5,4,1,101325,2500,7397,501,0xf,False,0x0
1783146699.401,50,50,10193,2,0,1229,58,34,1326,-4,2,-4,101176,2492,7396,491,0xf,False,0x0
1783146699.602,51,51,10394,2,0,2453,50,9,1583,1,-1,-3,101025,2484,7396,506,0xf,False,0x0
1783146699.807,52,52,10599,2,0,3700,18,30,1935,1,4,2,100875,2476,7396,494,0xf,False,0x0
1783146700.008,53,53,10800,2,0,4860,-12,-18,2161,-5,-2,5,100732,2468,7396,516,0xf,False,0x0
1783146700.227,54,54,11019,2,0,6118,-37,12,2503,-3,-4,-5,100580,2460,7396,515,0xf,False,0x0
1783146700.429,55,55,11221,2,0,7207,-56,-10,2766,-1,3,0,100444,2453,7396,510,0xf,False,0x0
1783146700.646,56,56,11438,2,0,8384,15,27,2929,3,4,2,100302,2445,7396,493,0xf,False,0x0
1783146700.846,57,57,11638,2,0,9427,-52,-20,3112,0,1,-5,100174,2438,7396,513,0xf,False,0x0
1783146701.069,58,58,11861,2,0,10540,3,29,3251,5,2,0,100036,2431,7396,503,0xf,False,0x0
1783146701.270,59,59,12062,2,0,11535,12,-51,3378,0,0,1,99916,2424,7396,492,0xf,False,0x0
1783146701.507,60,60,12299,2,0,12677,-31,-51,3494,1,-4,-2,99779,2417,7396,491,0xf,False,0x0
1783146701.709,61,61,12501,2,0,13576,49,24,3456,4,-3,0,99667,2411,7395,515,0xf,False,0x0
1783146701.911,62,62,12702,2,0,14465,-32,-30,3457,0,-5,-2,99558,2405,7395,512,0xf,False,0x0
1783146702.112,63,63,12904,2,0,15333,3,30,3379,5,1,5,99453,2400,7395,513,0xf,False,0x0
1783146702.315,64,64,13107,2,0,16156,43,-51,3275,0,1,2,99351,2394,7395,496,0xf,False,0x0
1783146702.515,65,65,13307,2,0,16982,7,-39,3200,0,-1,-1,99254,2389,7395,481,0xf,False,0x0
1783146702.725,66,66,13517,2,0,17779,-22,-45,2985,-2,-4,-1,99156,2384,7395,496,0xf,False,0x0
1783146702.926,67,67,13718,2,0,18493,-31,52,2820,5,1,4,99066,2379,7395,507,0xf,False,0x0
1783146703.127,68,68,13919,2,0,19234,-38,55,2531,-1,-5,1,98980,2375,7395,517,0xf,False,0x0
1783146703.328,69,69,14120,2,0,19904,-40,0,2354,4,-5,-3,98898,2370,7395,514,0xf,False,0x0
1783146703.530,70,70,14322,2,0,20543,-50,17,2015,-1,-1,1,98819,2366,7395,489,0xf,False,0x0
1783146703.731,71,71,14523,2,0,21135,9,-49,1757,0,5,-2,98744,2362,7395,500,0xf,False,0x0
1783146703.932,72,72,14724,2,0,21737,21,-7,1434,-3,1,-5,98673,2358,7395,509,0xf,False,0x0
1783146704.132,73,73,14924,2,0,22290,43,11,1067,-2,5,-5,98605,2355,7395,499,0xf,False,0x0
1783146704.336,74,74,15128,2,0,22811,20,-33,-250,0,4,3,98540,2351,7394,503,0xf,False,0x0
1783146704.536,75,75,15328,2,0,23303,-5,54,-253,0,4,3,98480,2348,7394,485,0xf,False,0x0
1783146704.738,76,76,15530,2,0,23760,-39,-47,-235,-1,3,-4,98423,2345,7394,483,0xf,False,0x0
1783146704.939,77,77,15731,2,0,24220,-6,7,-279,-1,3,1,98371,2342,7394,487,0xf,False,0x0
1783146705.151,78,78,15943,2,0,24638,-41,20,-319,1,-3,1,98319,2339,7394,518,0xf,False,0x0
1783146705.352,79,79,16144,2,0,25004,-40,52,-278,1,3,3,98274,2337,7394,484,0xf,False,0x0
1783146705.595,80,80,16387,2,0,25423,43,29,-284,5,4,-1,98224,2334,7394,504,0xf,False,0x0
1783146705.795,81,81,16587,2,0,25708,-60,44,-305,0,-1,0,98187,2332,7394,490,0xf,False,0x0
1783146706.026,82,82,16818,2,0,26010,57,60,-368,2,2,1,98149,2330,7394,498,0xf,False,0x0
1783146706.227,83,83,17019,2,0,26288,-58,-37,-356,4,-5,-3,98120,2329,7394,505,0xf,False,0x0
1783146706.429,84,84,17221,2,0,26464,-33,-41,-412,3,3,5,98094,2327,7394,497,0xf,False,0x0
1783146706.629,85,85,17421,2,0,26660,-13,60,-417,0,-5,-1,98072,2326,7394,501,0xf,False,0x0
1783146706.865,86,86,17657,2,0,26828,-2,8,-434,4,4,2,98051,2325,7393,489,0xf,False,0x0
1783146707.066,87,87,17858,3,1,26932,1,20,-453,-5,4,2,98038,2324,7393,482,0xf,False,0x0
1783146707.273,88,88,18065,3,1,27039,-6,0,-448,-2,4,-3,98027,2324,7393,493,0xf,False,0x0
1783146707.473,89,89,18265,3,1,27093,38,-1,-506,0,2,4,98021,2323,7393,502,0xf,False,0x0
1783146707.680,90,90,18472,3,1,27102,7,-41,-478,-1,-1,-3,98018,2323,7393,480,0xf,False,0x0
1783146708.084,92,92,18876,3,1,26993,-34,-4,-50,-5,-2,-5,98030,2324,7393,512,0xf,False,0x0
1783146708.285,93,93,19077,3,1,26952,-58,36,-68,-3,-2,4,98036,2324,7393,520,0xf,False,0x0
1783146708.499,94,94,19291,3,1,26916,60,17,-79,-5,-5,5,98042,2325,7393,497,0xf,False,0x0
1783146708.700,95,95,19492,3,1,26851,-21,-55,-109,-2,3,1,98048,2325,7393,510,0xf,False,0x0
1783146708.904,96,96,19696,3,1,26814,27,-17,-77,-2,-3,5,98055,2325,7393,487,0xf,False,0x0
1783146709.104,97,97,19896,3,1,26763,24,-17,-81,-5,-1,1,98061,2326,7393,482,0xf,False,0x0
