rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146335.659,2,2,202,0,0,-9,56,9,964,-4,2,3,101325,2500,7400,520,0xf,False,0x0
1783146335.860,3,3,402,0,0,-12,47,7,993,-5,0,3,101325,2500,7400,517,0xf,False,0x0
1783146336.060,4,4,603,0,0,-8,31,55,1013,2,-1,1,101325,2500,7400,509,0xf,False,0x0
1783146336.261,5,5,803,0,0,11,-27,-44,997,0,3,0,101325,2500,7400,516,0xf,False,0x0
1783146336.461,6,6,1004,0,0,9,10,29,1035,-1,-2,2,101325,2500,7400,515,0xf,False,0x0
1783146336.669,7,7,1211,0,0,-10,-56,24,1012,2,-4,-2,101325,2500,7400,481,0xf,False,0x0
1783146336.870,8,8,1412,0,0,12,54,-59,1017,-5,-1,5,101325,2500,7400,503,0xf,False,0x0
1783146337.070,9,9,1612,0,0,-4,19,-43,973,2,3,1,101325,2500,7400,495,0xf,False,0x0
1783146337.271,10,10,1813,0,0,2,32,-50,1016,-2,2,5,101325,2500,7400,493,0xf,False,0x0
1783146337.472,11,11,2015,0,0,12,-37,-34,1025,-4,-3,1,101325,2500,7400,497,0xf,False,0x0
1783146337.673,12,12,2216,0,0,-4,-43,3,996,3,-4,-4,101325,2500,7400,514,0xf,False,0x0
1783146337.878,13,13,2420,0,0,-13,-22,-47,1048,4,2,0,101325,2500,7400,485,0xf,False,0x0
1783146338.079,14,14,2621,0,0,-13,58,-57,1029,0,-4,3,101325,2500,7399,516,0xf,False,0x0
1783146338.279,15,15,2822,0,0,0,-4,-48,996,4,2,-1,101325,2500,7399,518,0xf,False,0x0
1783146338.480,16,16,3022,0,0,-12,24,-30,962,1,4,-3,101325,2500,7399,503,0xf,False,0x0
1783146338.681,17,17,3223,0,0,-1,6,29,1028,1,-4,5,101325,2500,7399,498,0xf,False,0x0
1783146338.881,18,18,3424,0,0,-14,26,-44,1036,1,3,-3,101325,2500,7399,504,0xf,False,0x0
1783146339.083,19,19,3624,0,0,-14,-52,-43,1009,3,4,4,101325,2500,7399,485,0xf,False,0x0
1783146339.290,20,20,3832,0,0,-1,-9,-56,1042,5,-3,2,101325,2500,7399,496,0xf,False,0x0
1783146339.491,21,21,4034,0,0,14,53,-39,957,0,1,5,101325,2500,7399,500,0xf,False,0x0
1783146339.692,22,22,4234,0,0,-15,44,39,978,1,-4,2,101325,2500,7399,500,0xf,False,0x0
1783146339.923,23,23,4465,0,0,-8,54,-11,1017,0,-5,-3,101325,2500,7399,518,0xf,False,0x0
1783146340.137,24,24,4679,0,0,4,-42,54,1009,1,5,2,101325,2500,7399,513,0xf,False,0x0
1783146340.337,25,25,4880,0,0,-3,9,17,997,-2,5,-4,101325,2500,7399,484,0xf,False,0x0
1783146340.860,26,26,5402,1,0,16,-5,34,1043,0,-4,0,101325,2500,7398,514,0xf,False,0x0
1783146341.093,27,27,5635,1,0,-14,12,-50,959,-5,-4,-4,101325,2500,7398,481,0xf,False,0x0
1783146341.417,28,28,5959,1,0,20,57,12,1018,-2,-5,5,101325,2500,7398,513,0xf,False,0x0
1783146341.642,29,29,6185,1,0,-4,-30,16,951,3,-3,4,101325,2500,7398,503,0xf,False,0x0
1783146341.962,30,30,6505,1,0,-8,44,3,1010,-2,-2,-2,101325,2500,7398,502,0xf,False,0x0
