rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146800.154,1,1,0,0,0,-18,-12,19,1000,-2,1,2,101325,2500,7400,513,0xf,False,0x0
1783146800.355,2,2,201,0,0,-5,19,27,957,-2,-4,0,101325,2500,7400,520,0xf,False,0x0
1783146800.625,3,3,471,0,0,0,-13,-29,978,2,5,5,101325,2500,7400,515,0xf,False,0x0
1783146800.827,4,4,673,0,0,-14,19,-21,963,5,1,2,101325,2500,7400,500,0xf,False,0x0
1783146801.027,5,5,873,0,0,-7,-23,32,1013,3,2,4,101325,2500,7400,495,0xf,False,0x0
1783146801.428,7,7,1275,0,0,-3,-3,42,1022,2,-4,2,101325,2500,7400,480,0xf,False,0x0
1783146801.629,8,8,1475,0,0,18,-18,43,988,5,3,4,101325,2500,7400,515,0xf,False,0x0
1783146801.829,9,9,1675,0,0,-4,51,-60,964,-1,-2,-5,101325,2500,7400,483,0xf,False,0x0
1783146802.029,10,10,1876,0,0,-1,31,-26,991,-1,3,-1,101325,2500,7400,520,0xf,False,0x0
1783146802.256,11,11,2103,0,0,-7,9,-38,973,1,3,1,101325,2500,7400,491,0xf,False,0x0
1783146802.457,12,12,2303,0,0,-9,-22,24,1042,-2,-3,4,101325,2500,7400,510,0xf,False,0x0
1783146802.702,13,13,2548,0,0,-2,-30,57,1010,-1,5,-2,101325,2500,7399,491,0xf,False,0x0
1783146802.902,14,14,2749,0,0,11,-23,-51,961,-4,-3,1,101325,2500,7399,501,0xf,False,0x0
1783146803.114,15,15,2960,0,0,20,-39,-17,993,-4,5,-3,101325,2500,7399,516,0xf,False,0x0
1783146803.314,16,16,3160,0,0,-6,48,-32,999,-3,0,3,101325,2500,7399,499,0xf,False,0x0
1783146803.563,17,17,3409,0,0,19,39,23,997,0,-3,5,101325,2500,7399,517,0xf,False,0x0
1783146803.764,18,18,3610,0,0,-18,46,44,1041,-4,0,0,101325,2500,7399,517,0xf,False,0x0
1783146804.211,20,20,4057,0,0,7,-60,54,1020,5,5,-5,101325,2500,7399,496,0xf,False,0x0
1783146804.411,21,21,4258,0,0,10,-46,26,996,-3,3,3,101325,2500,7399,500,0xf,False,0x0
1783146804.615,22,22,4461,0,0,14,7,57,955,-4,0,-4,101325,2500,7399,497,0xf,False,0x0
1783146804.815,23,23,4661,0,0,-3,34,-3,1050,-4,2,-5,101325,2500,7399,495,0xf,False,0x0
1783146805.016,24,24,4863,0,0,9,-18,37,1025,0,-4,-5,101325,2500,7399,497,0xf,False,0x0
1783146805.218,25,25,5064,1,0,20,-51,9,1025,4,-2,-2,101325,2500,7398,489,0xf,False,0x0
1783146805.418,26,26,5265,1,0,16,48,22,970,-5,-3,0,101325,2500,7398,498,0xf,False,0x0
1783146805.619,27,27,5465,1,0,-12,-17,-28,992,-5,1,1,101325,2500,7398,483,0xf,False,0x0
1783146805.830,28,28,5676,1,0,-9,-36,-9,1035,4,-1,2,101325,2500,7398,483,0xf,False,0x0
