rx_time,seq,pkt_no,ms,flight_mode,eject_state,altitude_cm,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,bmp_temp,voltage_mv,current_ma,system_status,ack_received,crc16
1783146718.289,1,1,3,0,0,-7,-30,9,1027,-2,-2,-5,101325,2500,7400,503,0xf,False,0x0
1783146718.497,2,2,211,0,0,-16,50,-12,1011,4,-3,-2,101325,2500,7400,513,0xf,False,0x0
1783146718.698,3,3,413,0,0,3,-19,23,994,0,-2,4,101325,2500,7400,498,0xf,False,0x0
1783146718.926,4,4,640,0,0,0,56,-19,1039,-1,1,1,101325,2500,7400,507,0xf,False,0x0
1783146719.126,5,5,840,0,0,-1,-6,0,1011,-2,-5,-3,101325,2500,7400,496,0xf,False,0x0
1783146719.335,6,6,1050,0,0,16,13,48,956,-1,-5,-3,101325,2500,7400,504,0xf,False,0x0
1783146719.536,7,7,1251,0,0,-16,-26,5,1006,-5,5,-4,101325,2500,7400,482,0xf,False,0x0
1783146719.737,8,8,1452,0,0,8,-40,-58,985,-4,1,5,101325,2500,7400,482,0xf,False,0x0
1783146719.937,9,9,1652,0,0,-7,13,-23,983,-3,4,3,101325,2500,7400,496,0xf,False,0x0
1783146720.145,10,10,1860,0,0,19,-50,-17,970,3,-3,-2,101325,2500,7400,512,0xf,False,0x0
1783146720.346,11,11,2061,0,0,-15,36,47,962,-5,1,0,101325,2500,7400,509,0xf,False,0x0
1783146720.547,12,12,2262,0,0,-13,36,5,1042,-4,3,3,101325,2500,7400,514,0xf,False,0x0
1783146720.748,13,13,2463,0,0,13,-46,-44,1009,-1,3,1,101325,2500,7400,518,0xf,False,0x0
1783146720.949,14,14,2664,0,0,-13,-45,-33,968,2,-1,3,101325,2500,7399,518,0xf,False,0x0
1783146721.354,16,16,3068,0,0,-16,-45,54,973,4,3,3,101325,2500,7399,501,0xf,False,0x0
1783146721.554,17,17,3269,0,0,5,29,-8,1009,0,5,4,101325,2500,7399,484,0xf,False,0x0
1783146721.756,18,18,3470,0,0,-4,37,-1,989,-3,-5,5,101325,2500,7399,497,0xf,False,0x0
1783146721.956,19,19,3670,0,0,-15,27,-11,1016,4,-2,-4,101325,2500,7399,519,0xf,False,0x0
1783146722.191,20,20,3906,0,0,-14,41,-38,969,-2,0,4,101325,2500,7399,504,0xf,False,0x0
1783146722.391,21,21,4106,0,0,-2,-6,-2,1003,-5,4,-1,101325,2500,7399,502,0xf,False,0x0
1783146722.664,22,22,4379,0,0,-13,49,10,1000,-4,5,-2,101325,2500,7399,508,0xf,False,0x0
1783146722.865,23,23,4580,0,0,-10,-5,55,1004,0,4,5,101325,2500,7399,497,0xf,False,0x0
1783146723.125,24,24,4839,0,0,10,37,-47,987,-2,5,-2,101325,2500,7399,490,0xf,False,0x0
1783146723.325,25,25,5040,1,0,-13,-22,-43,952,-2,3,1,101325,2500,7398,519,0xf,False,0x0
1783146723.532,26,26,5246,1,0,3,-11,-2,953,2,2,5,101325,2500,7398,503,0xf,False,0x0
1783146723.733,27,27,5448,1,0,18,-27,-18,965,4,5,4,101325,2500,7398,482,0xf,False,0x0
1783146723.936,28,28,5651,1,0,-11,-16,-46,1021,-4,5,0,101325,2500,7398,516,0xf,False,0x0
1783146724.137,29,29,5851,1,0,10,22,44,960,2,-4,-5,101325,2500,7398,482,0xf,False,0x0
1783146724.339,30,30,6054,1,0,2,39,1,974,-1,3,-1,101325,2500,7398,495,0xf,False,0x0
1783146724.540,31,31,6254,1,0,1,-23,16,1007,2,1,2,101325,2500,7398,486,0xf,False,0x0
1783146724.755,32,32,6470,1,0,-8,26,8,962,4,3,-3,101325,2500,7398,480,0xf,False,0x0
1783146724.956,33,33,6671,1,0,7,48,-2,968,-4,-4,-4,101325,2500,7398,514,0xf,False,0x0
1783146725.190,34,34,6904,1,0,2,41,-22,1004,-5,-1,5,101325,2500,7398,504,0xf,False,0x0
1783146725.390,35,35,7105,1,0,19,-54,13,998,-2,0,1,101325,2500,7398,504,0xf,False,0x0
1783146725.851,37,37,7566,1,0,-9,-46,-15,999,5,2,-5,101325,2500,7397,495,0xf,False,0x0
1783146726.135,38,38,7850,1,0,-10,-21,44,1031,-4,-3,-1,101325,2500,7397,495,0xf,False,0x0
1783146726.336,39,39,8050,1,0,-6,31,21,1045,-5,5,-1,101325,2500,7397,508,0xf,False,0x0
1783146726.557,40,40,8271,1,0,18,-14,-17,996,4,5,-2,101325,2500,7397,488,0xf,False,0x0
1783146726.757,41,41,8472,1,0,4,36,-31,1029,2,2,-2,101325,2500,7397,518,0xf,False,0x0
1783146727.031,42,42,8746,1,0,-15,4,18,1038,1,3,-2,101325,2500,7397,508,0xf,False,0x0
1783146727.232,43,43,8947,1,0,6,-35,32,1018,-1,4,2,101325,2500,7397,506,0xf,False,0x0
1783146727.470,44,44,9184,1,0,-9,46,-4,978,4,1,0,101325,2500,7397,493,0xf,False,0x0
1783146727.671,45,45,9385,1,0,-11,15,34,956,-1,-2,-2,101325,2500,7397,483,0xf,False,0x0
1783146727.910,46,46,9625,1,0,-9,22,-18,973,1,-4,-1,101325,2500,7397,482,0xf,False,0x0
1783146728.111,47,47,9826,1,0,-16,41,-9,1032,-3,3,3,101325,2500,7397,514,0xf,False,0x0
1783146728.314,48,48,10028,2,0,199,55,7,1059,-5,3,-3,101302,2498,7396,502,0xf,False,0x0
1783146728.514,49,49,10229,2,0,1427,-35,-26,1375,-1,4,-5,101149,2490,7396,510,0xf,False,0x0
1783146728.755,50,50,10469,2,0,2916,34,17,1692,1,-5,-1,100969,2481,7396,496,0xf,False,0x0
1783146728.957,51,51,10671,2,0,4108,-9,-20,1992,2,-3,0,100823,2473,7396,500,0xf,False,0x0
